"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Breast"	"26000"	"Georgia"	"13"	"2011"	"2011"	1199	9813201	12.2
	"Breast"	"26000"	"Georgia"	"13"	"2012"	"2012"	1191	9919000	12.0
	"Breast"	"26000"	"Georgia"	"13"	"2013"	"2013"	1258	9994759	12.6
	"Breast"	"26000"	"Hawaii"	"15"	"1999"	"1999"	140	1210300	11.6
	"Breast"	"26000"	"Hawaii"	"15"	"2000"	"2000"	120	1213519	9.9
	"Breast"	"26000"	"Hawaii"	"15"	"2001"	"2001"	139	1225948	11.3
	"Breast"	"26000"	"Hawaii"	"15"	"2002"	"2002"	115	1239613	9.3
	"Breast"	"26000"	"Hawaii"	"15"	"2003"	"2003"	122	1251154	9.8
	"Breast"	"26000"	"Hawaii"	"15"	"2004"	"2004"	119	1273569	9.3
	"Breast"	"26000"	"Hawaii"	"15"	"2005"	"2005"	151	1292729	11.7
	"Breast"	"26000"	"Hawaii"	"15"	"2006"	"2006"	148	1309731	11.3
	"Breast"	"26000"	"Hawaii"	"15"	"2007"	"2007"	135	1315675	10.3
	"Breast"	"26000"	"Hawaii"	"15"	"2008"	"2008"	130	1332213	9.8
	"Breast"	"26000"	"Hawaii"	"15"	"2009"	"2009"	132	1346717	9.8
	"Breast"	"26000"	"Hawaii"	"15"	"2010"	"2010"	128	1363950	9.4
	"Breast"	"26000"	"Hawaii"	"15"	"2011"	"2011"	108	1378251	7.8
	"Breast"	"26000"	"Hawaii"	"15"	"2012"	"2012"	140	1392766	10.1
	"Breast"	"26000"	"Hawaii"	"15"	"2013"	"2013"	140	1408987	9.9
	"Breast"	"26000"	"Idaho"	"16"	"1999"	"1999"	172	1275674	13.5
	"Breast"	"26000"	"Idaho"	"16"	"2000"	"2000"	179	1299430	13.8
	"Breast"	"26000"	"Idaho"	"16"	"2001"	"2001"	132	1319962	10.0
	"Breast"	"26000"	"Idaho"	"16"	"2002"	"2002"	173	1340372	12.9
	"Breast"	"26000"	"Idaho"	"16"	"2003"	"2003"	173	1363380	12.7
	"Breast"	"26000"	"Idaho"	"16"	"2004"	"2004"	160	1391802	11.5
	"Breast"	"26000"	"Idaho"	"16"	"2005"	"2005"	143	1428241	10.0
	"Breast"	"26000"	"Idaho"	"16"	"2006"	"2006"	161	1468669	11.0
	"Breast"	"26000"	"Idaho"	"16"	"2007"	"2007"	169	1505105	11.2
	"Breast"	"26000"	"Idaho"	"16"	"2008"	"2008"	182	1534320	11.9
	"Breast"	"26000"	"Idaho"	"16"	"2009"	"2009"	189	1554439	12.2
	"Breast"	"26000"	"Idaho"	"16"	"2010"	"2010"	188	1570639	12.0
	"Breast"	"26000"	"Idaho"	"16"	"2011"	"2011"	195	1583780	12.3
	"Breast"	"26000"	"Idaho"	"16"	"2012"	"2012"	145	1595590	9.1
	"Breast"	"26000"	"Idaho"	"16"	"2013"	"2013"	207	1612843	12.8
	"Breast"	"26000"	"Illinois"	"17"	"1999"	"1999"	2030	12359020	16.4
	"Breast"	"26000"	"Illinois"	"17"	"2000"	"2000"	2067	12434161	16.6
	"Breast"	"26000"	"Illinois"	"17"	"2001"	"2001"	1869	12488445	15.0
	"Breast"	"26000"	"Illinois"	"17"	"2002"	"2002"	1916	12525556	15.3
	"Breast"	"26000"	"Illinois"	"17"	"2003"	"2003"	1887	12556006	15.0
	"Breast"	"26000"	"Illinois"	"17"	"2004"	"2004"	1851	12589773	14.7
	"Breast"	"26000"	"Illinois"	"17"	"2005"	"2005"	1883	12609903	14.9
	"Breast"	"26000"	"Illinois"	"17"	"2006"	"2006"	1785	12643955	14.1
	"Breast"	"26000"	"Illinois"	"17"	"2007"	"2007"	1825	12695866	14.4
	"Breast"	"26000"	"Illinois"	"17"	"2008"	"2008"	1794	12747038	14.1
	"Breast"	"26000"	"Illinois"	"17"	"2009"	"2009"	1731	12796778	13.5
	"Breast"	"26000"	"Illinois"	"17"	"2010"	"2010"	1755	12840097	13.7
	"Breast"	"26000"	"Illinois"	"17"	"2011"	"2011"	1829	12858725	14.2
	"Breast"	"26000"	"Illinois"	"17"	"2012"	"2012"	1827	12873763	14.2
	"Breast"	"26000"	"Illinois"	"17"	"2013"	"2013"	1783	12890552	13.8
	"Breast"	"26000"	"Indiana"	"18"	"1999"	"1999"	914	6044969	15.1
	"Breast"	"26000"	"Indiana"	"18"	"2000"	"2000"	977	6091866	16.0
	"Breast"	"26000"	"Indiana"	"18"	"2001"	"2001"	929	6127760	15.2
	"Breast"	"26000"	"Indiana"	"18"	"2002"	"2002"	909	6155967	14.8
	"Breast"	"26000"	"Indiana"	"18"	"2003"	"2003"	952	6196638	15.4
	"Breast"	"26000"	"Indiana"	"18"	"2004"	"2004"	871	6233007	14.0
	"Breast"	"26000"	"Indiana"	"18"	"2005"	"2005"	832	6278616	13.3
	"Breast"	"26000"	"Indiana"	"18"	"2006"	"2006"	952	6332669	15.0
	"Breast"	"26000"	"Indiana"	"18"	"2007"	"2007"	914	6379599	14.3
	"Breast"	"26000"	"Indiana"	"18"	"2008"	"2008"	928	6424806	14.4
	"Breast"	"26000"	"Indiana"	"18"	"2009"	"2009"	905	6459325	14.0
	"Breast"	"26000"	"Indiana"	"18"	"2010"	"2010"	902	6490308	13.9
	"Breast"	"26000"	"Indiana"	"18"	"2011"	"2011"	889	6516560	13.6
	"Breast"	"26000"	"Indiana"	"18"	"2012"	"2012"	886	6537632	13.6
	"Breast"	"26000"	"Indiana"	"18"	"2013"	"2013"	894	6570713	13.6
	"Breast"	"26000"	"Iowa"	"19"	"1999"	"1999"	481	2917634	16.5
	"Breast"	"26000"	"Iowa"	"19"	"2000"	"2000"	453	2929067	15.5
	"Breast"	"26000"	"Iowa"	"19"	"2001"	"2001"	459	2931997	15.7
	"Breast"	"26000"	"Iowa"	"19"	"2002"	"2002"	484	2934234	16.5
	"Breast"	"26000"	"Iowa"	"19"	"2003"	"2003"	457	2941999	15.5
	"Breast"	"26000"	"Iowa"	"19"	"2004"	"2004"	436	2953635	14.8
	"Breast"	"26000"	"Iowa"	"19"	"2005"	"2005"	426	2964454	14.4
	"Breast"	"26000"	"Iowa"	"19"	"2006"	"2006"	457	2982644	15.3
	"Breast"	"26000"	"Iowa"	"19"	"2007"	"2007"	420	2999212	14.0
	"Breast"	"26000"	"Iowa"	"19"	"2008"	"2008"	466	3016734	15.4
	"Breast"	"26000"	"Iowa"	"19"	"2009"	"2009"	439	3032870	14.5
	"Breast"	"26000"	"Iowa"	"19"	"2010"	"2010"	394	3050295	12.9
	"Breast"	"26000"	"Iowa"	"19"	"2011"	"2011"	412	3064904	13.4
	"Breast"	"26000"	"Iowa"	"19"	"2012"	"2012"	422	3075935	13.7
	"Breast"	"26000"	"Iowa"	"19"	"2013"	"2013"	386	3092341	12.5
	"Breast"	"26000"	"Kansas"	"20"	"1999"	"1999"	392	2678338	14.6
	"Breast"	"26000"	"Kansas"	"20"	"2000"	"2000"	434	2693681	16.1
	"Breast"	"26000"	"Kansas"	"20"	"2001"	"2001"	355	2702162	13.1
	"Breast"	"26000"	"Kansas"	"20"	"2002"	"2002"	425	2713535	15.7
	"Breast"	"26000"	"Kansas"	"20"	"2003"	"2003"	434	2723004	15.9
	"Breast"	"26000"	"Kansas"	"20"	"2004"	"2004"	369	2734373	13.5
	"Breast"	"26000"	"Kansas"	"20"	"2005"	"2005"	389	2745299	14.2
	"Breast"	"26000"	"Kansas"	"20"	"2006"	"2006"	399	2762931	14.4
	"Breast"	"26000"	"Kansas"	"20"	"2007"	"2007"	401	2783785	14.4
	"Breast"	"26000"	"Kansas"	"20"	"2008"	"2008"	375	2808076	13.4
	"Breast"	"26000"	"Kansas"	"20"	"2009"	"2009"	373	2832704	13.2
	"Breast"	"26000"	"Kansas"	"20"	"2010"	"2010"	360	2858949	12.6
	"Breast"	"26000"	"Kansas"	"20"	"2011"	"2011"	354	2869965	12.3
	"Breast"	"26000"	"Kansas"	"20"	"2012"	"2012"	401	2885966	13.9
	"Breast"	"26000"	"Kansas"	"20"	"2013"	"2013"	337	2895801	11.6
	"Breast"	"26000"	"Kentucky"	"21"	"1999"	"1999"	603	4018053	15.0
	"Breast"	"26000"	"Kentucky"	"21"	"2000"	"2000"	607	4049021	15.0
	"Breast"	"26000"	"Kentucky"	"21"	"2001"	"2001"	642	4068132	15.8
	"Breast"	"26000"	"Kentucky"	"21"	"2002"	"2002"	660	4089875	16.1
	"Breast"	"26000"	"Kentucky"	"21"	"2003"	"2003"	605	4117170	14.7
	"Breast"	"26000"	"Kentucky"	"21"	"2004"	"2004"	595	4146101	14.4
	"Breast"	"26000"	"Kentucky"	"21"	"2005"	"2005"	589	4182742	14.1
	"Breast"	"26000"	"Kentucky"	"21"	"2006"	"2006"	601	4219239	14.2
	"Breast"	"26000"	"Kentucky"	"21"	"2007"	"2007"	628	4256672	14.8
	"Breast"	"26000"	"Kentucky"	"21"	"2008"	"2008"	568	4289878	13.2
	"Breast"	"26000"	"Kentucky"	"21"	"2009"	"2009"	620	4317074	14.4
	"Breast"	"26000"	"Kentucky"	"21"	"2010"	"2010"	591	4349838	13.6
	"Breast"	"26000"	"Kentucky"	"21"	"2011"	"2011"	617	4370038	14.1
	"Breast"	"26000"	"Kentucky"	"21"	"2012"	"2012"	648	4383465	14.8
	"Breast"	"26000"	"Kentucky"	"21"	"2013"	"2013"	591	4399583	13.4
	"Breast"	"26000"	"Louisiana"	"22"	"1999"	"1999"	692	4460811	15.5
	"Breast"	"26000"	"Louisiana"	"22"	"2000"	"2000"	732	4471885	16.4
	"Breast"	"26000"	"Louisiana"	"22"	"2001"	"2001"	736	4477875	16.4
	"Breast"	"26000"	"Louisiana"	"22"	"2002"	"2002"	725	4497267	16.1
	"Breast"	"26000"	"Louisiana"	"22"	"2003"	"2003"	765	4521042	16.9
	"Breast"	"26000"	"Louisiana"	"22"	"2004"	"2004"	694	4552238	15.2
	"Breast"	"26000"	"Louisiana"	"22"	"2005"	"2005"	744	4411396	16.9
	"Breast"	"26000"	"Louisiana"	"22"	"2006"	"2006"	650	4302665	15.1
	"Breast"	"26000"	"Louisiana"	"22"	"2007"	"2007"	605	4375581	13.8
	"Breast"	"26000"	"Louisiana"	"22"	"2008"	"2008"	664	4435586	15.0
	"Breast"	"26000"	"Louisiana"	"22"	"2009"	"2009"	673	4491648	15.0
	"Breast"	"26000"	"Louisiana"	"22"	"2010"	"2010"	653	4545581	14.4
	"Breast"	"26000"	"Louisiana"	"22"	"2011"	"2011"	665	4575972	14.5
	"Breast"	"26000"	"Louisiana"	"22"	"2012"	"2012"	665	4604744	14.4
	"Breast"	"26000"	"Louisiana"	"22"	"2013"	"2013"	663	4629284	14.3
	"Breast"	"26000"	"Maine"	"23"	"1999"	"1999"	219	1266808	17.3
	"Breast"	"26000"	"Maine"	"23"	"2000"	"2000"	198	1277072	15.5
	"Breast"	"26000"	"Maine"	"23"	"2001"	"2001"	183	1285692	14.2
	"Breast"	"26000"	"Maine"	"23"	"2002"	"2002"	202	1295960	15.6
	"Breast"	"26000"	"Maine"	"23"	"2003"	"2003"	234	1306513	17.9
	"Breast"	"26000"	"Maine"	"23"	"2004"	"2004"	188	1313688	14.3
	"Breast"	"26000"	"Maine"	"23"	"2005"	"2005"	200	1318787	15.2
	"Breast"	"26000"	"Maine"	"23"	"2006"	"2006"	194	1323619	14.7
	"Breast"	"26000"	"Maine"	"23"	"2007"	"2007"	188	1327040	14.2
	"Breast"	"26000"	"Maine"	"23"	"2008"	"2008"	202	1330509	15.2
	"Breast"	"26000"	"Maine"	"23"	"2009"	"2009"	198	1329590	14.9
	"Breast"	"26000"	"Maine"	"23"	"2010"	"2010"	198	1327361	14.9
	"Breast"	"26000"	"Maine"	"23"	"2011"	"2011"	165	1327930	12.4
	"Breast"	"26000"	"Maine"	"23"	"2012"	"2012"	172	1328592	12.9
	"Breast"	"26000"	"Maine"	"23"	"2013"	"2013"	187	1328702	14.1
	"Breast"	"26000"	"Maryland"	"24"	"1999"	"1999"	798	5254509	15.2
	"Breast"	"26000"	"Maryland"	"24"	"2000"	"2000"	803	5311034	15.1
	"Breast"	"26000"	"Maryland"	"24"	"2001"	"2001"	828	5374691	15.4
	"Breast"	"26000"	"Maryland"	"24"	"2002"	"2002"	890	5440389	16.4
	"Breast"	"26000"	"Maryland"	"24"	"2003"	"2003"	832	5496269	15.1
	"Breast"	"26000"	"Maryland"	"24"	"2004"	"2004"	860	5546935	15.5
	"Breast"	"26000"	"Maryland"	"24"	"2005"	"2005"	828	5592379	14.8
	"Breast"	"26000"	"Maryland"	"24"	"2006"	"2006"	825	5627367	14.7
	"Breast"	"26000"	"Maryland"	"24"	"2007"	"2007"	818	5653408	14.5
	"Breast"	"26000"	"Maryland"	"24"	"2008"	"2008"	841	5684965	14.8
	"Breast"	"26000"	"Maryland"	"24"	"2009"	"2009"	809	5730388	14.1
	"Breast"	"26000"	"Maryland"	"24"	"2010"	"2010"	862	5788101	14.9
	"Breast"	"26000"	"Maryland"	"24"	"2011"	"2011"	792	5843833	13.6
	"Breast"	"26000"	"Maryland"	"24"	"2012"	"2012"	868	5891819	14.7
	"Breast"	"26000"	"Maryland"	"24"	"2013"	"2013"	797	5938737	13.4
	"Breast"	"26000"	"Massachusetts"	"25"	"1999"	"1999"	1051	6317345	16.6
	"Breast"	"26000"	"Massachusetts"	"25"	"2000"	"2000"	1065	6361104	16.7
	"Breast"	"26000"	"Massachusetts"	"25"	"2001"	"2001"	1057	6397634	16.5
	"Breast"	"26000"	"Massachusetts"	"25"	"2002"	"2002"	1062	6417206	16.5
	"Breast"	"26000"	"Massachusetts"	"25"	"2003"	"2003"	1001	6422565	15.6
	"Breast"	"26000"	"Massachusetts"	"25"	"2004"	"2004"	989	6412281	15.4
	"Breast"	"26000"	"Massachusetts"	"25"	"2005"	"2005"	949	6403290	14.8
	"Breast"	"26000"	"Massachusetts"	"25"	"2006"	"2006"	982	6410084	15.3
	"Breast"	"26000"	"Massachusetts"	"25"	"2007"	"2007"	849	6431559	13.2
	"Breast"	"26000"	"Massachusetts"	"25"	"2008"	"2008"	903	6468967	14.0
	"Breast"	"26000"	"Massachusetts"	"25"	"2009"	"2009"	953	6517613	14.6
	"Breast"	"26000"	"Massachusetts"	"25"	"2010"	"2010"	834	6564073	12.7
	"Breast"	"26000"	"Massachusetts"	"25"	"2011"	"2011"	863	6612270	13.1
	"Breast"	"26000"	"Massachusetts"	"25"	"2012"	"2012"	878	6655829	13.2
	"Breast"	"26000"	"Massachusetts"	"25"	"2013"	"2013"	846	6708874	12.6
	"Breast"	"26000"	"Michigan"	"26"	"1999"	"1999"	1547	9897116	15.6
	"Breast"	"26000"	"Michigan"	"26"	"2000"	"2000"	1511	9952450	15.2
	"Breast"	"26000"	"Michigan"	"26"	"2001"	"2001"	1485	9991120	14.9
	"Breast"	"26000"	"Michigan"	"26"	"2002"	"2002"	1530	10015710	15.3
	"Breast"	"26000"	"Michigan"	"26"	"2003"	"2003"	1454	10041152	14.5
	"Breast"	"26000"	"Michigan"	"26"	"2004"	"2004"	1424	10055315	14.2
	"Breast"	"26000"	"Michigan"	"26"	"2005"	"2005"	1427	10051137	14.2
	"Breast"	"26000"	"Michigan"	"26"	"2006"	"2006"	1507	10036081	15.0
	"Breast"	"26000"	"Michigan"	"26"	"2007"	"2007"	1478	10001284	14.8
	"Breast"	"26000"	"Michigan"	"26"	"2008"	"2008"	1497	9946889	15.0
	"Breast"	"26000"	"Michigan"	"26"	"2009"	"2009"	1434	9901591	14.5
	"Breast"	"26000"	"Michigan"	"26"	"2010"	"2010"	1513	9876498	15.3
	"Breast"	"26000"	"Michigan"	"26"	"2011"	"2011"	1454	9875736	14.7
	"Breast"	"26000"	"Michigan"	"26"	"2012"	"2012"	1446	9884781	14.6
	"Breast"	"26000"	"Michigan"	"26"	"2013"	"2013"	1393	9898193	14.1
	"Breast"	"26000"	"Minnesota"	"27"	"1999"	"1999"	674	4873481	13.8
	"Breast"	"26000"	"Minnesota"	"27"	"2000"	"2000"	741	4933692	15.0
	"Breast"	"26000"	"Minnesota"	"27"	"2001"	"2001"	697	4982796	14.0
	"Breast"	"26000"	"Minnesota"	"27"	"2002"	"2002"	643	5018935	12.8
	"Breast"	"26000"	"Minnesota"	"27"	"2003"	"2003"	647	5053572	12.8
	"Breast"	"26000"	"Minnesota"	"27"	"2004"	"2004"	657	5087713	12.9
	"Breast"	"26000"	"Minnesota"	"27"	"2005"	"2005"	663	5119598	13.0
	"Breast"	"26000"	"Minnesota"	"27"	"2006"	"2006"	617	5163555	11.9
	"Breast"	"26000"	"Minnesota"	"27"	"2007"	"2007"	645	5207203	12.4
	"Breast"	"26000"	"Minnesota"	"27"	"2008"	"2008"	678	5247018	12.9
	"Breast"	"26000"	"Minnesota"	"27"	"2009"	"2009"	687	5281203	13.0
	"Breast"	"26000"	"Minnesota"	"27"	"2010"	"2010"	654	5310418	12.3
	"Breast"	"26000"	"Minnesota"	"27"	"2011"	"2011"	640	5348036	12.0
	"Breast"	"26000"	"Minnesota"	"27"	"2012"	"2012"	608	5380615	11.3
	"Breast"	"26000"	"Minnesota"	"27"	"2013"	"2013"	671	5422060	12.4
	"Breast"	"26000"	"Mississippi"	"28"	"1999"	"1999"	430	2828408	15.2
	"Breast"	"26000"	"Mississippi"	"28"	"2000"	"2000"	468	2848353	16.4
	"Breast"	"26000"	"Mississippi"	"28"	"2001"	"2001"	445	2852994	15.6
	"Breast"	"26000"	"Mississippi"	"28"	"2002"	"2002"	421	2858681	14.7
	"Breast"	"26000"	"Mississippi"	"28"	"2003"	"2003"	427	2868312	14.9
	"Breast"	"26000"	"Mississippi"	"28"	"2004"	"2004"	449	2889010	15.5
	"Breast"	"26000"	"Mississippi"	"28"	"2005"	"2005"	436	2876229	15.2
	"Breast"	"26000"	"Mississippi"	"28"	"2006"	"2006"	430	2904978	14.8
	"Breast"	"26000"	"Mississippi"	"28"	"2007"	"2007"	405	2928350	13.8
	"Breast"	"26000"	"Mississippi"	"28"	"2008"	"2008"	423	2947806	14.3
	"Breast"	"26000"	"Mississippi"	"28"	"2009"	"2009"	428	2958774	14.5
	"Breast"	"26000"	"Mississippi"	"28"	"2010"	"2010"	438	2970811	14.7
	"Breast"	"26000"	"Mississippi"	"28"	"2011"	"2011"	407	2978464	13.7
	"Breast"	"26000"	"Mississippi"	"28"	"2012"	"2012"	456	2986137	15.3
	"Breast"	"26000"	"Mississippi"	"28"	"2013"	"2013"	421	2992206	14.1
	"Breast"	"26000"	"Missouri"	"29"	"1999"	"1999"	866	5561948	15.6
	"Breast"	"26000"	"Missouri"	"29"	"2000"	"2000"	929	5607285	16.6
	"Breast"	"26000"	"Missouri"	"29"	"2001"	"2001"	932	5641142	16.5
	"Breast"	"26000"	"Missouri"	"29"	"2002"	"2002"	895	5674825	15.8
	"Breast"	"26000"	"Missouri"	"29"	"2003"	"2003"	932	5709403	16.3
	"Breast"	"26000"	"Missouri"	"29"	"2004"	"2004"	901	5747741	15.7
	"Breast"	"26000"	"Missouri"	"29"	"2005"	"2005"	983	5790300	17.0
	"Breast"	"26000"	"Missouri"	"29"	"2006"	"2006"	917	5842704	15.7
	"Breast"	"26000"	"Missouri"	"29"	"2007"	"2007"	884	5887612	15.0
	"Breast"	"26000"	"Missouri"	"29"	"2008"	"2008"	927	5923916	15.6
	"Breast"	"26000"	"Missouri"	"29"	"2009"	"2009"	870	5961088	14.6
	"Breast"	"26000"	"Missouri"	"29"	"2010"	"2010"	890	5996085	14.8
	"Breast"	"26000"	"Missouri"	"29"	"2011"	"2011"	909	6010544	15.1
	"Breast"	"26000"	"Missouri"	"29"	"2012"	"2012"	869	6025281	14.4
	"Breast"	"26000"	"Missouri"	"29"	"2013"	"2013"	866	6044917	14.3
	"Breast"	"26000"	"Montana"	"30"	"1999"	"1999"	125	897507	13.9
	"Breast"	"26000"	"Montana"	"30"	"2000"	"2000"	133	903773	14.7
	"Breast"	"26000"	"Montana"	"30"	"2001"	"2001"	124	906961	13.7
	"Breast"	"26000"	"Montana"	"30"	"2002"	"2002"	152	911667	16.7
	"Breast"	"26000"	"Montana"	"30"	"2003"	"2003"	118	919630	12.8
	"Breast"	"26000"	"Montana"	"30"	"2004"	"2004"	139	930009	14.9
	"Breast"	"26000"	"Montana"	"30"	"2005"	"2005"	134	940102	14.3
	"Breast"	"26000"	"Montana"	"30"	"2006"	"2006"	113	952692	11.9
	"Breast"	"26000"	"Montana"	"30"	"2007"	"2007"	118	964706	12.2
	"Breast"	"26000"	"Montana"	"30"	"2008"	"2008"	106	976415	10.9
	"Breast"	"26000"	"Montana"	"30"	"2009"	"2009"	147	983982	14.9
	"Breast"	"26000"	"Montana"	"30"	"2010"	"2010"	136	990575	13.7
	"Breast"	"26000"	"Montana"	"30"	"2011"	"2011"	136	997661	13.6
	"Breast"	"26000"	"Montana"	"30"	"2012"	"2012"	134	1005163	13.3
	"Breast"	"26000"	"Montana"	"30"	"2013"	"2013"	139	1014864	13.7
	"Breast"	"26000"	"Nebraska"	"31"	"1999"	"1999"	254	1704764	14.9
	"Breast"	"26000"	"Nebraska"	"31"	"2000"	"2000"	229	1713820	13.4
	"Breast"	"26000"	"Nebraska"	"31"	"2001"	"2001"	257	1719836	14.9
	"Breast"	"26000"	"Nebraska"	"31"	"2002"	"2002"	256	1728292	14.8
	"Breast"	"26000"	"Nebraska"	"31"	"2003"	"2003"	246	1738643	14.1
	"Breast"	"26000"	"Nebraska"	"31"	"2004"	"2004"	251	1749370	14.3
	"Breast"	"26000"	"Nebraska"	"31"	"2005"	"2005"	265	1761497	15.0
	"Breast"	"26000"	"Nebraska"	"31"	"2006"	"2006"	216	1772693	12.2
	"Breast"	"26000"	"Nebraska"	"31"	"2007"	"2007"	234	1783440	13.1
	"Breast"	"26000"	"Nebraska"	"31"	"2008"	"2008"	231	1796378	12.9
	"Breast"	"26000"	"Nebraska"	"31"	"2009"	"2009"	217	1812683	12.0
	"Breast"	"26000"	"Nebraska"	"31"	"2010"	"2010"	230	1829865	12.6
	"Breast"	"26000"	"Nebraska"	"31"	"2011"	"2011"	207	1842232	11.2
	"Breast"	"26000"	"Nebraska"	"31"	"2012"	"2012"	246	1855487	13.3
	"Breast"	"26000"	"Nebraska"	"31"	"2013"	"2013"	248	1868969	13.3
	"Breast"	"26000"	"Nevada"	"32"	"1999"	"1999"	246	1934718	12.7
	"Breast"	"26000"	"Nevada"	"32"	"2000"	"2000"	260	2018741	12.9
	"Breast"	"26000"	"Nevada"	"32"	"2001"	"2001"	259	2098399	12.3
	"Breast"	"26000"	"Nevada"	"32"	"2002"	"2002"	274	2173791	12.6
	"Breast"	"26000"	"Nevada"	"32"	"2003"	"2003"	299	2248850	13.3
	"Breast"	"26000"	"Nevada"	"32"	"2004"	"2004"	296	2346222	12.6
	"Breast"	"26000"	"Nevada"	"32"	"2005"	"2005"	292	2432143	12.0
	"Breast"	"26000"	"Nevada"	"32"	"2006"	"2006"	257	2522658	10.2
	"Breast"	"26000"	"Nevada"	"32"	"2007"	"2007"	303	2601072	11.6
	"Breast"	"26000"	"Nevada"	"32"	"2008"	"2008"	314	2653630	11.8
	"Breast"	"26000"	"Nevada"	"32"	"2009"	"2009"	335	2684665	12.5
	"Breast"	"26000"	"Nevada"	"32"	"2010"	"2010"	334	2703493	12.4
	"Breast"	"26000"	"Nevada"	"32"	"2011"	"2011"	348	2718586	12.8
	"Breast"	"26000"	"Nevada"	"32"	"2012"	"2012"	330	2755245	12.0
	"Breast"	"26000"	"Nevada"	"32"	"2013"	"2013"	359	2791494	12.9
	"Breast"	"26000"	"New Hampshire"	"33"	"1999"	"1999"	187	1222014	15.3
	"Breast"	"26000"	"New Hampshire"	"33"	"2000"	"2000"	187	1239882	15.1
	"Breast"	"26000"	"New Hampshire"	"33"	"2001"	"2001"	187	1255517	14.9
	"Breast"	"26000"	"New Hampshire"	"33"	"2002"	"2002"	176	1269089	13.9
	"Breast"	"26000"	"New Hampshire"	"33"	"2003"	"2003"	182	1279840	14.2
	"Breast"	"26000"	"New Hampshire"	"33"	"2004"	"2004"	181	1290121	14.0
	"Breast"	"26000"	"New Hampshire"	"33"	"2005"	"2005"	184	1298492	14.2
	"Breast"	"26000"	"New Hampshire"	"33"	"2006"	"2006"	165	1308389	12.6
	"Breast"	"26000"	"New Hampshire"	"33"	"2007"	"2007"	186	1312540	14.2
	"Breast"	"26000"	"New Hampshire"	"33"	"2008"	"2008"	191	1315906	14.5
	"Breast"	"26000"	"New Hampshire"	"33"	"2009"	"2009"	147	1316102	11.2
	"Breast"	"26000"	"New Hampshire"	"33"	"2010"	"2010"	186	1316517	14.1
	"Breast"	"26000"	"New Hampshire"	"33"	"2011"	"2011"	174	1318109	13.2
	"Breast"	"26000"	"New Hampshire"	"33"	"2012"	"2012"	166	1321297	12.6
	"Breast"	"26000"	"New Hampshire"	"33"	"2013"	"2013"	177	1322616	13.4
	"Breast"	"26000"	"New Jersey"	"34"	"1999"	"1999"	1450	8359592	17.3
	"Breast"	"26000"	"New Jersey"	"34"	"2000"	"2000"	1584	8430621	18.8
	"Breast"	"26000"	"New Jersey"	"34"	"2001"	"2001"	1484	8492671	17.5
	"Breast"	"26000"	"New Jersey"	"34"	"2002"	"2002"	1496	8552643	17.5
	"Breast"	"26000"	"New Jersey"	"34"	"2003"	"2003"	1521	8601402	17.7
	"Breast"	"26000"	"New Jersey"	"34"	"2004"	"2004"	1401	8634561	16.2
	"Breast"	"26000"	"New Jersey"	"34"	"2005"	"2005"	1466	8651974	16.9
	"Breast"	"26000"	"New Jersey"	"34"	"2006"	"2006"	1465	8661679	16.9
	"Breast"	"26000"	"New Jersey"	"34"	"2007"	"2007"	1430	8677885	16.5
	"Breast"	"26000"	"New Jersey"	"34"	"2008"	"2008"	1425	8711090	16.4
	"Breast"	"26000"	"New Jersey"	"34"	"2009"	"2009"	1362	8755602	15.6
	"Breast"	"26000"	"New Jersey"	"34"	"2010"	"2010"	1345	8803580	15.3
	"Breast"	"26000"	"New Jersey"	"34"	"2011"	"2011"	1406	8842614	15.9
	"Breast"	"26000"	"New Jersey"	"34"	"2012"	"2012"	1324	8876000	14.9
	"Breast"	"26000"	"New Jersey"	"34"	"2013"	"2013"	1368	8911502	15.4
	"Breast"	"26000"	"New Mexico"	"35"	"1999"	"1999"	217	1808082	12.0
	"Breast"	"26000"	"New Mexico"	"35"	"2000"	"2000"	244	1821204	13.4
	"Breast"	"26000"	"New Mexico"	"35"	"2001"	"2001"	185	1831690	10.1
	"Breast"	"26000"	"New Mexico"	"35"	"2002"	"2002"	219	1855309	11.8
	"Breast"	"26000"	"New Mexico"	"35"	"2003"	"2003"	229	1877574	12.2
	"Breast"	"26000"	"New Mexico"	"35"	"2004"	"2004"	251	1903808	13.2
	"Breast"	"26000"	"New Mexico"	"35"	"2005"	"2005"	244	1932274	12.6
	"Breast"	"26000"	"New Mexico"	"35"	"2006"	"2006"	233	1962137	11.9
	"Breast"	"26000"	"New Mexico"	"35"	"2007"	"2007"	231	1990070	11.6
	"Breast"	"26000"	"New Mexico"	"35"	"2008"	"2008"	226	2010662	11.2
	"Breast"	"26000"	"New Mexico"	"35"	"2009"	"2009"	262	2036802	12.9
	"Breast"	"26000"	"New Mexico"	"35"	"2010"	"2010"	268	2064950	13.0
	"Breast"	"26000"	"New Mexico"	"35"	"2011"	"2011"	250	2078407	12.0
	"Breast"	"26000"	"New Mexico"	"35"	"2012"	"2012"	235	2084594	11.3
	"Breast"	"26000"	"New Mexico"	"35"	"2013"	"2013"	224	2086895	10.7
	"Breast"	"26000"	"New York"	"36"	"1999"	"1999"	3168	18882725	16.8
